ID,Process ID,Process Name,Host Name,Kernel Name,Kernel Time,Context,Stream,Section Name,Metric Name,Metric Unit,Metric Value
0,130352,pinn,127.0.0.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)",2022-Sep-16 13:48:55,1,7,Command line profiler metrics,sm__inst_executed_pipe_tensor.sum,inst,0
1,130352,pinn,127.0.0.1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::<unnamed>::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",2022-Sep-16 13:48:55,1,7,Command line profiler metrics,sm__inst_executed_pipe_tensor.sum,inst,"3,961"
2,130352,pinn,127.0.0.1,ampere_sgemm_32x128_tn,2022-Sep-16 13:48:57,1,7,Command line profiler metrics,sm__inst_executed_pipe_tensor.sum,inst,0
3,130352,pinn,127.0.0.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",2022-Sep-16 13:48:57,1,7,Command line profiler metrics,sm__inst_executed_pipe_tensor.sum,inst,"1,950"
4,130352,pinn,127.0.0.1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::<unnamed>::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",2022-Sep-16 13:48:58,1,7,Command line profiler metrics,sm__inst_executed_pipe_tensor.sum,inst,"3,961"
5,130352,pinn,127.0.0.1,ampere_sgemm_32x128_tn,2022-Sep-16 13:48:58,1,7,Command line profiler metrics,sm__inst_executed_pipe_tensor.sum,inst,0
6,130352,pinn,127.0.0.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",2022-Sep-16 13:48:58,1,7,Command line profiler metrics,sm__inst_executed_pipe_tensor.sum,inst,966
7,130352,pinn,127.0.0.1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::<unnamed>::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",2022-Sep-16 13:48:58,1,7,Command line profiler metrics,sm__inst_executed_pipe_tensor.sum,inst,"3,961"
8,130352,pinn,127.0.0.1,ampere_sgemm_32x128_tn,2022-Sep-16 13:48:58,1,7,Command line profiler metrics,sm__inst_executed_pipe_tensor.sum,inst,0
9,130352,pinn,127.0.0.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",2022-Sep-16 13:48:58,1,7,Command line profiler metrics,sm__inst_executed_pipe_tensor.sum,inst,664
